participant_id,video_id,start_frame,stop_frame,verb_class,noun_class,all_noun_classes,start_timestamp,stop_timestamp,narration_id,action_class
P24-R03-BaconAndEggs,P24-R03-BaconAndEggs_463571-471212-F011107-F011328,11107,11328,2,18,18,,,P24-R03-BaconAndEggs-463571-471212-F011107-F011328,22
P24-R03-BaconAndEggs,P24-R03-BaconAndEggs_502390-505620-F012050-F012142,12050,12142,2,18,18,,,P24-R03-BaconAndEggs-502390-505620-F012050-F012142,22
P24-R03-BaconAndEggs,P24-R03-BaconAndEggs_523126-524812-F012551-F012600,12551,12600,2,18,18,,,P24-R03-BaconAndEggs-523126-524812-F012551-F012600,22
P25-R06-GreekSalad,P25-R06-GreekSalad_2306135-2308986-F055340-F055423,55340,55423,2,18,18,,,P25-R06-GreekSalad-2306135-2308986-F055340-F055423,22
OP01-R03-BaconAndEggs,OP01-R03-BaconAndEggs_1012532-1035951-F024244-F024919,24244,24919,8,19,19,,,OP01-R03-BaconAndEggs-1012532-1035951-F024244-F024919,23
OP01-R03-BaconAndEggs,OP01-R03-BaconAndEggs_814585-815292-F019549-F019569,19549,19569,8,19,19,,,OP01-R03-BaconAndEggs-814585-815292-F019549-F019569,23
OP01-R03-BaconAndEggs,OP01-R03-BaconAndEggs_815287-816701-F019563-F019604,19563,19604,8,19,19,,,OP01-R03-BaconAndEggs-815287-816701-F019563-F019604,23
OP01-R03-BaconAndEggs,OP01-R03-BaconAndEggs_845282-847140-F020282-F020336,20282,20336,8,19,19,,,OP01-R03-BaconAndEggs-845282-847140-F020282-F020336,23
OP01-R03-BaconAndEggs,OP01-R03-BaconAndEggs_847206-892343-F020224-F021525,20224,21525,8,19,19,,,OP01-R03-BaconAndEggs-847206-892343-F020224-F021525,23
OP01-R03-BaconAndEggs,OP01-R03-BaconAndEggs_902481-906635-F021649-F021770,21649,21770,8,19,19,,,OP01-R03-BaconAndEggs-902481-906635-F021649-F021770,23
OP01-R03-BaconAndEggs,OP01-R03-BaconAndEggs_906664-910647-F021750-F021865,21750,21865,8,19,19,,,OP01-R03-BaconAndEggs-906664-910647-F021750-F021865,23
OP01-R03-BaconAndEggs,OP01-R03-BaconAndEggs_916475-921800-F021982-F022137,21982,22137,8,19,19,,,OP01-R03-BaconAndEggs-916475-921800-F021982-F022137,23
OP01-R03-BaconAndEggs,OP01-R03-BaconAndEggs_921900-928315-F022110-F022295,22110,22295,8,19,19,,,OP01-R03-BaconAndEggs-921900-928315-F022110-F022295,23
OP01-R03-BaconAndEggs,OP01-R03-BaconAndEggs_929918-951975-F022265-F022901,22265,22901,8,19,19,,,OP01-R03-BaconAndEggs-929918-951975-F022265-F022901,23
OP01-R03-BaconAndEggs,OP01-R03-BaconAndEggs_957757-1008886-F022864-F024336,22864,24336,8,19,19,,,OP01-R03-BaconAndEggs-957757-1008886-F022864-F024336,23
OP02-R03-BaconAndEggs,OP02-R03-BaconAndEggs_615605-616465-F014772-F014798,14772,14798,8,19,19,,,OP02-R03-BaconAndEggs-615605-616465-F014772-F014798,23
OP02-R03-BaconAndEggs,OP02-R03-BaconAndEggs_616910-621910-F014793-F014938,14793,14938,8,19,19,,,OP02-R03-BaconAndEggs-616910-621910-F014793-F014938,23
OP02-R03-BaconAndEggs,OP02-R03-BaconAndEggs_694800-695690-F016673-F016699,16673,16699,8,19,19,,,OP02-R03-BaconAndEggs-694800-695690-F016673-F016699,23
OP02-R03-BaconAndEggs,OP02-R03-BaconAndEggs_695940-713040-F016661-F017154,16661,17154,8,19,19,,,OP02-R03-BaconAndEggs-695940-713040-F016661-F017154,23
OP03-R03-BaconAndEggs,OP03-R03-BaconAndEggs_462977-469210-F011096-F011277,11096,11277,8,19,19,,,OP03-R03-BaconAndEggs-462977-469210-F011096-F011277,23
OP03-R03-BaconAndEggs,OP03-R03-BaconAndEggs_469554-478165-F011249-F011496,11249,11496,8,19,19,,,OP03-R03-BaconAndEggs-469554-478165-F011249-F011496,23
OP03-R03-BaconAndEggs,OP03-R03-BaconAndEggs_508199-510830-F012190-F012266,12190,12266,8,19,19,,,OP03-R03-BaconAndEggs-508199-510830-F012190-F012266,23
OP03-R03-BaconAndEggs,OP03-R03-BaconAndEggs_510842-518820-F012241-F012471,12241,12471,8,19,19,,,OP03-R03-BaconAndEggs-510842-518820-F012241-F012471,23
OP03-R03-BaconAndEggs,OP03-R03-BaconAndEggs_582554-591226-F013960-F014211,13960,14211,8,19,19,,,OP03-R03-BaconAndEggs-582554-591226-F013960-F014211,23
OP03-R03-BaconAndEggs,OP03-R03-BaconAndEggs_637409-638401-F015295-F015324,15295,15324,8,19,19,,,OP03-R03-BaconAndEggs-637409-638401-F015295-F015324,23
OP04-R03-BaconAndEggs,OP04-R03-BaconAndEggs_582750-608550-F013924-F014668,13924,14668,8,19,19,,,OP04-R03-BaconAndEggs-582750-608550-F013924-F014668,23
OP04-R03-BaconAndEggs,OP04-R03-BaconAndEggs_608720-616040-F014592-F014802,14592,14802,8,19,19,,,OP04-R03-BaconAndEggs-608720-616040-F014592-F014802,23
OP04-R03-BaconAndEggs,OP04-R03-BaconAndEggs_617750-620459-F014820-F014898,14820,14898,8,19,19,,,OP04-R03-BaconAndEggs-617750-620459-F014820-F014898,23
OP04-R03-BaconAndEggs,OP04-R03-BaconAndEggs_620950-635250-F014868-F015280,14868,15280,8,19,19,,,OP04-R03-BaconAndEggs-620950-635250-F014868-F015280,23
P18-R03-BaconAndEggs,P18-R03-BaconAndEggs_825954-826870-F019820-F019847,19820,19847,8,19,19,,,P18-R03-BaconAndEggs-825954-826870-F019820-F019847,23
P18-R03-BaconAndEggs,P18-R03-BaconAndEggs_852647-859162-F020448-F020635,20448,20635,8,19,19,,,P18-R03-BaconAndEggs-852647-859162-F020448-F020635,23
P18-R03-BaconAndEggs,P18-R03-BaconAndEggs_860643-874646-F020622-F021025,20622,21025,8,19,19,,,P18-R03-BaconAndEggs-860643-874646-F020622-F021025,23
P18-R03-BaconAndEggs,P18-R03-BaconAndEggs_887720-894682-F021289-F021489,21289,21489,8,19,19,,,P18-R03-BaconAndEggs-887720-894682-F021289-F021489,23
P18-R03-BaconAndEggs,P18-R03-BaconAndEggs_928012-934684-F022256-F022449,22256,22449,8,19,19,,,P18-R03-BaconAndEggs-928012-934684-F022256-F022449,23
P19-R03-BaconAndEggs,P19-R03-BaconAndEggs_1091456-1100528-F026172-F026435,26172,26435,8,19,19,,,P19-R03-BaconAndEggs-1091456-1100528-F026172-F026435,23
P19-R03-BaconAndEggs,P19-R03-BaconAndEggs_1133271-1151065-F027156-F027668,27156,27668,8,19,19,,,P19-R03-BaconAndEggs-1133271-1151065-F027156-F027668,23
P19-R03-BaconAndEggs,P19-R03-BaconAndEggs_1197869-1203831-F028734-F028906,28734,28906,8,19,19,,,P19-R03-BaconAndEggs-1197869-1203831-F028734-F028906,23
P19-R03-BaconAndEggs,P19-R03-BaconAndEggs_922790-931127-F022126-F022368,22126,22368,8,19,19,,,P19-R03-BaconAndEggs-922790-931127-F022126-F022368,23
P20-R03-BaconAndEggs,P20-R03-BaconAndEggs_805608-813181-F019316-F019535,19316,19535,8,19,19,,,P20-R03-BaconAndEggs-805608-813181-F019316-F019535,23
P20-R03-BaconAndEggs,P20-R03-BaconAndEggs_827880-840691-F019839-F020207,19839,20207,8,19,19,,,P20-R03-BaconAndEggs-827880-840691-F019839-F020207,23
P20-R03-BaconAndEggs,P20-R03-BaconAndEggs_913499-931551-F021880-F022401,21880,22401,8,19,19,,,P20-R03-BaconAndEggs-913499-931551-F021880-F022401,23
P21-R03-BaconAndEggs,P21-R03-BaconAndEggs_772350-778497-F018522-F018698,18522,18698,8,19,19,,,P21-R03-BaconAndEggs-772350-778497-F018522-F018698,23
P21-R03-BaconAndEggs,P21-R03-BaconAndEggs_866575-880751-F020763-F021173,20763,21173,8,19,19,,,P21-R03-BaconAndEggs-866575-880751-F020763-F021173,23
P22-R03-BaconAndEggs,P22-R03-BaconAndEggs_1134001-1137320-F027208-F027304,27208,27304,8,19,19,,,P22-R03-BaconAndEggs-1134001-1137320-F027208-F027304,23
P22-R03-BaconAndEggs,P22-R03-BaconAndEggs_1174598-1177573-F028183-F028269,28183,28269,8,19,19,,,P22-R03-BaconAndEggs-1174598-1177573-F028183-F028269,23
P22-R03-BaconAndEggs,P22-R03-BaconAndEggs_1174992-1190220-F028163-F028602,28163,28602,8,19,19,,,P22-R03-BaconAndEggs-1174992-1190220-F028163-F028602,23
P22-R03-BaconAndEggs,P22-R03-BaconAndEggs_1197500-1214810-F028699-F029197,28699,29197,8,19,19,,,P22-R03-BaconAndEggs-1197500-1214810-F028699-F029197,23
P22-R03-BaconAndEggs,P22-R03-BaconAndEggs_1297490-1305740-F031119-F031358,31119,31358,8,19,19,,,P22-R03-BaconAndEggs-1297490-1305740-F031119-F031358,23
P22-R03-BaconAndEggs,P22-R03-BaconAndEggs_1307230-1321830-F031338-F031759,31338,31759,8,19,19,,,P22-R03-BaconAndEggs-1307230-1321830-F031338-F031759,23
P22-R03-BaconAndEggs,P22-R03-BaconAndEggs_1321560-1322919-F031714-F031754,31714,31754,8,19,19,,,P22-R03-BaconAndEggs-1321560-1322919-F031714-F031754,23
P22-R03-BaconAndEggs,P22-R03-BaconAndEggs_1322908-1346500-F031693-F032372,31693,32372,8,19,19,,,P22-R03-BaconAndEggs-1322908-1346500-F031693-F032372,23
OP01-R03-BaconAndEggs,OP01-R03-BaconAndEggs_910681-914925-F021846-F021969,21846,21969,8,19,19,,,OP01-R03-BaconAndEggs-910681-914925-F021846-F021969,23
OP01-R03-BaconAndEggs,OP01-R03-BaconAndEggs_915192-916354-F021961-F021996,21961,21996,8,19,19,,,OP01-R03-BaconAndEggs-915192-916354-F021961-F021996,23
OP03-R03-BaconAndEggs,OP03-R03-BaconAndEggs_482730-508140-F011524-F012257,11524,12257,8,19,19,,,OP03-R03-BaconAndEggs-482730-508140-F011524-F012257,23
OP04-R03-BaconAndEggs,OP04-R03-BaconAndEggs_638100-652200-F015280-F015687,15280,15687,8,19,19,,,OP04-R03-BaconAndEggs-638100-652200-F015280-F015687,23
OP04-R03-BaconAndEggs,OP04-R03-BaconAndEggs_692787-693397-F016625-F016643,16625,16643,8,19,19,,,OP04-R03-BaconAndEggs-692787-693397-F016625-F016643,23
OP05-R03-BaconAndEggs,OP05-R03-BaconAndEggs_551540-552470-F013234-F013262,13234,13262,8,19,19,,,OP05-R03-BaconAndEggs-551540-552470-F013234-F013262,23
OP06-R03-BaconAndEggs,OP06-R03-BaconAndEggs_708730-727660-F016964-F017509,16964,17509,8,19,19,,,OP06-R03-BaconAndEggs-708730-727660-F016964-F017509,23
P16-R03-BaconAndEggs,P16-R03-BaconAndEggs_1561200-1570100-F037447-F037704,37447,37704,8,19,19,,,P16-R03-BaconAndEggs-1561200-1570100-F037447-F037704,23
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_1035700-1049600-F024823-F025224,24823,25224,8,19,19,,,P17-R03-BaconAndEggs-1035700-1049600-F024823-F025224,23
P18-R03-BaconAndEggs,P18-R03-BaconAndEggs_974937-983283-F023378-F023619,23378,23619,8,19,19,,,P18-R03-BaconAndEggs-974937-983283-F023378-F023619,23
P19-R03-BaconAndEggs,P19-R03-BaconAndEggs_1063673-1077517-F025495-F025894,25495,25894,8,19,19,,,P19-R03-BaconAndEggs-1063673-1077517-F025495-F025894,23
P20-R03-BaconAndEggs,P20-R03-BaconAndEggs_742015-754146-F017779-F018129,17779,18129,8,19,19,,,P20-R03-BaconAndEggs-742015-754146-F017779-F018129,23
P21-R03-BaconAndEggs,P21-R03-BaconAndEggs_1017964-1030053-F024402-F024751,24402,24751,8,19,19,,,P21-R03-BaconAndEggs-1017964-1030053-F024402-F024751,23
P21-R03-BaconAndEggs,P21-R03-BaconAndEggs_727565-738526-F017435-F017751,17435,17751,8,19,19,,,P21-R03-BaconAndEggs-727565-738526-F017435-F017751,23
P21-R03-BaconAndEggs,P21-R03-BaconAndEggs_747670-756942-F017922-F018189,17922,18189,8,19,19,,,P21-R03-BaconAndEggs-747670-756942-F017922-F018189,23
P22-R03-BaconAndEggs,P22-R03-BaconAndEggs_1265488-1283130-F030329-F030838,30329,30838,8,19,19,,,P22-R03-BaconAndEggs-1265488-1283130-F030329-F030838,23
P22-R03-BaconAndEggs,P22-R03-BaconAndEggs_1375000-1378602-F032992-F033095,32992,33095,8,19,19,,,P22-R03-BaconAndEggs-1375000-1378602-F032992-F033095,23
P23-R03-BaconAndEggs,P23-R03-BaconAndEggs_1116173-1118863-F026782-F026859,26782,26859,8,19,19,,,P23-R03-BaconAndEggs-1116173-1118863-F026782-F026859,23
P23-R03-BaconAndEggs,P23-R03-BaconAndEggs_1472010-1485800-F035295-F035693,35295,35693,8,19,19,,,P23-R03-BaconAndEggs-1472010-1485800-F035295-F035693,23
P23-R03-BaconAndEggs,P23-R03-BaconAndEggs_1486561-1491799-F035665-F035816,35665,35816,8,19,19,,,P23-R03-BaconAndEggs-1486561-1491799-F035665-F035816,23
P23-R03-BaconAndEggs,P23-R03-BaconAndEggs_1509700-1514299-F036221-F036355,36221,36355,8,19,19,,,P23-R03-BaconAndEggs-1509700-1514299-F036221-F036355,23
P23-R03-BaconAndEggs,P23-R03-BaconAndEggs_1551569-1553536-F037233-F037289,37233,37289,8,19,19,,,P23-R03-BaconAndEggs-1551569-1553536-F037233-F037289,23
OP01-R01-PastaSalad,OP01-R01-PastaSalad_1366570-1369860-F032789-F032885,32789,32885,1,6,6,,,OP01-R01-PastaSalad-1366570-1369860-F032789-F032885,24
OP01-R02-TurkeySandwich,OP01-R02-TurkeySandwich_410160-412060-F009839-F009894,9839,9894,1,6,6,,,OP01-R02-TurkeySandwich-410160-412060-F009839-F009894,24
OP01-R02-TurkeySandwich,OP01-R02-TurkeySandwich_412060-413540-F009886-F009928,9886,9928,1,6,6,,,OP01-R02-TurkeySandwich-412060-413540-F009886-F009928,24
OP01-R03-BaconAndEggs,OP01-R03-BaconAndEggs_325938-329048-F007815-F007905,7815,7905,1,6,6,,,OP01-R03-BaconAndEggs-325938-329048-F007815-F007905,24
OP01-R04-ContinentalBreakfast,OP01-R04-ContinentalBreakfast_81560-83140-F001953-F002000,1953,2000,1,6,6,,,OP01-R04-ContinentalBreakfast-81560-83140-F001953-F002000,24
OP01-R04-ContinentalBreakfast,OP01-R04-ContinentalBreakfast_82685-83480-F001982-F002006,1982,2006,1,6,6,,,OP01-R04-ContinentalBreakfast-82685-83480-F001982-F002006,24
OP01-R04-ContinentalBreakfast,OP01-R04-ContinentalBreakfast_99040-101550-F002370-F002444,2370,2444,1,6,6,,,OP01-R04-ContinentalBreakfast-99040-101550-F002370-F002444,24
OP01-R05-Cheeseburger,OP01-R05-Cheeseburger_587300-589280-F014091-F014147,14091,14147,1,6,6,,,OP01-R05-Cheeseburger-587300-589280-F014091-F014147,24
OP01-R05-Cheeseburger,OP01-R05-Cheeseburger_607190-609570-F014567-F014635,14567,14635,1,6,6,,,OP01-R05-Cheeseburger-607190-609570-F014567-F014635,24
OP01-R06-GreekSalad,OP01-R06-GreekSalad_719890-721830-F017273-F017328,17273,17328,1,6,6,,,OP01-R06-GreekSalad-719890-721830-F017273-F017328,24
OP02-R02-TurkeySandwich,OP02-R02-TurkeySandwich_328075-329505-F007870-F007912,7870,7912,1,6,6,,,OP02-R02-TurkeySandwich-328075-329505-F007870-F007912,24
OP02-R03-BaconAndEggs,OP02-R03-BaconAndEggs_716985-725865-F017186-F017442,17186,17442,1,6,6,,,OP02-R03-BaconAndEggs-716985-725865-F017186-F017442,24
OP02-R04-ContinentalBreakfast,OP02-R04-ContinentalBreakfast_163785-165405-F003926-F003974,3926,3974,1,6,6,,,OP02-R04-ContinentalBreakfast-163785-165405-F003926-F003974,24
OP02-R04-ContinentalBreakfast,OP02-R04-ContinentalBreakfast_45975-47295-F001100-F001139,1100,1139,1,6,6,,,OP02-R04-ContinentalBreakfast-45975-47295-F001100-F001139,24
OP02-R05-Cheeseburger,OP02-R05-Cheeseburger_410207-412361-F009839-F009902,9839,9902,1,6,6,,,OP02-R05-Cheeseburger-410207-412361-F009839-F009902,24
OP02-R06-GreekSalad,OP02-R06-GreekSalad_395836-398114-F009495-F009560,9495,9560,1,6,6,,,OP02-R06-GreekSalad-395836-398114-F009495-F009560,24
OP02-R06-GreekSalad,OP02-R06-GreekSalad_415502-417891-F009967-F010035,9967,10035,1,6,6,,,OP02-R06-GreekSalad-415502-417891-F009967-F010035,24
OP03-R01-PastaSalad,OP03-R01-PastaSalad_868480-870620-F020838-F020900,20838,20900,1,6,6,,,OP03-R01-PastaSalad-868480-870620-F020838-F020900,24
OP03-R01-PastaSalad,OP03-R01-PastaSalad_907200-909410-F021767-F021831,21767,21831,1,6,6,,,OP03-R01-PastaSalad-907200-909410-F021767-F021831,24
OP03-R02-TurkeySandwich,OP03-R02-TurkeySandwich_280160-281100-F006721-F006749,6721,6749,1,6,6,,,OP03-R02-TurkeySandwich-280160-281100-F006721-F006749,24
OP03-R02-TurkeySandwich,OP03-R02-TurkeySandwich_312450-313360-F007496-F007523,7496,7523,1,6,6,,,OP03-R02-TurkeySandwich-312450-313360-F007496-F007523,24
OP03-R02-TurkeySandwich,OP03-R02-TurkeySandwich_317570-318510-F007619-F007647,7619,7647,1,6,6,,,OP03-R02-TurkeySandwich-317570-318510-F007619-F007647,24
OP05-R04-ContinentalBreakfast,OP05-R04-ContinentalBreakfast_346090-350260-F008296-F008417,8296,8417,1,6,6,,,OP05-R04-ContinentalBreakfast-346090-350260-F008296-F008417,24
OP05-R04-ContinentalBreakfast,OP05-R04-ContinentalBreakfast_52332-53042-F001253-F001276,1253,1276,1,6,6,,,OP05-R04-ContinentalBreakfast-52332-53042-F001253-F001276,24
OP05-R04-ContinentalBreakfast,OP05-R04-ContinentalBreakfast_53112-53762-F001273-F001292,1273,1292,1,6,6,,,OP05-R04-ContinentalBreakfast-53112-53762-F001273-F001292,24
OP05-R07-Pizza,OP05-R07-Pizza_343950-345880-F008250-F008306,8250,8306,1,6,6,,,OP05-R07-Pizza-343950-345880-F008250-F008306,24
OP06-R02-TurkeySandwich,OP06-R02-TurkeySandwich_429690-432160-F010306-F010378,10306,10378,1,6,6,,,OP06-R02-TurkeySandwich-429690-432160-F010306-F010378,24
OP06-R03-BaconAndEggs,OP06-R03-BaconAndEggs_634380-641160-F015209-F015404,15209,15404,1,6,6,,,OP06-R03-BaconAndEggs-634380-641160-F015209-F015404,24
OP06-R04-ContinentalBreakfast,OP06-R04-ContinentalBreakfast_249970-250740-F005997-F006020,5997,6020,1,6,6,,,OP06-R04-ContinentalBreakfast-249970-250740-F005997-F006020,24
OP06-R04-ContinentalBreakfast,OP06-R04-ContinentalBreakfast_37324-42514-F000883-F001033,883,1033,1,6,6,,,OP06-R04-ContinentalBreakfast-37324-42514-F000883-F001033,24
OP06-R04-ContinentalBreakfast,OP06-R04-ContinentalBreakfast_71390-73850-F001707-F001779,1707,1779,1,6,6,,,OP06-R04-ContinentalBreakfast-71390-73850-F001707-F001779,24
OP06-R05-Cheeseburger,OP06-R05-Cheeseburger_633104-634824-F015190-F015240,15190,15240,1,6,6,,,OP06-R05-Cheeseburger-633104-634824-F015190-F015240,24
OP06-R06-GreekSalad,OP06-R06-GreekSalad_385060-387480-F009235-F009306,9235,9306,1,6,6,,,OP06-R06-GreekSalad-385060-387480-F009235-F009306,24
P02-R01-PastaSalad,P02-R01-PastaSalad_1358385-1359840-F032598-F032640,32598,32640,1,6,6,,,P02-R01-PastaSalad-1358385-1359840-F032598-F032640,24
P02-R01-PastaSalad,P02-R01-PastaSalad_1409548-1410805-F033826-F033863,33826,33863,1,6,6,,,P02-R01-PastaSalad-1409548-1410805-F033826-F033863,24
P02-R01-PastaSalad,P02-R01-PastaSalad_1663353-1664281-F039918-F039945,39918,39945,1,6,6,,,P02-R01-PastaSalad-1663353-1664281-F039918-F039945,24
P02-R04-ContinentalBreakfast,P02-R04-ContinentalBreakfast_107776-110600-F002579-F002662,2579,2662,1,6,6,,,P02-R04-ContinentalBreakfast-107776-110600-F002579-F002662,24
P02-R04-ContinentalBreakfast,P02-R04-ContinentalBreakfast_177543-183055-F004248-F004407,4248,4407,1,6,6,,,P02-R04-ContinentalBreakfast-177543-183055-F004248-F004407,24
P02-R04-ContinentalBreakfast,P02-R04-ContinentalBreakfast_216222-217967-F005185-F005236,5185,5236,1,6,6,,,P02-R04-ContinentalBreakfast-216222-217967-F005185-F005236,24
P02-R04-ContinentalBreakfast,P02-R04-ContinentalBreakfast_411143-412628-F009864-F009907,9864,9907,1,6,6,,,P02-R04-ContinentalBreakfast-411143-412628-F009864-F009907,24
P02-R05-Cheeseburger,P02-R05-Cheeseburger_536500-538080-F012873-F012917,12873,12917,1,6,6,,,P02-R05-Cheeseburger-536500-538080-F012873-F012917,24
P02-R05-Cheeseburger,P02-R05-Cheeseburger_611115-612665-F014663-F014707,14663,14707,1,6,6,,,P02-R05-Cheeseburger-611115-612665-F014663-F014707,24
P02-R06-GreekSalad,P02-R06-GreekSalad_498280-499550-F011955-F011993,11955,11993,1,6,6,,,P02-R06-GreekSalad-498280-499550-F011955-F011993,24
P04-R06-GreekSalad,P04-R06-GreekSalad_908630-909970-F021804-F021843,21804,21843,1,6,6,,,P04-R06-GreekSalad-908630-909970-F021804-F021843,24
P23-R03-BaconAndEggs,P23-R03-BaconAndEggs_1021224-1022334-F024507-F024539,24507,24539,1,6,6,,,P23-R03-BaconAndEggs-1021224-1022334-F024507-F024539,24
P23-R03-BaconAndEggs,P23-R03-BaconAndEggs_1026622-1031123-F024627-F024758,24627,24758,1,6,6,,,P23-R03-BaconAndEggs-1026622-1031123-F024627-F024758,24
P24-R03-BaconAndEggs,P24-R03-BaconAndEggs_256232-259456-F006142-F006234,6142,6234,1,6,6,,,P24-R03-BaconAndEggs-256232-259456-F006142-F006234,24
OP01-R02-TurkeySandwich,OP01-R02-TurkeySandwich_407760-409300-F009783-F009827,9783,9827,1,6,6,,,OP01-R02-TurkeySandwich-407760-409300-F009783-F009827,24
OP01-R04-ContinentalBreakfast,OP01-R04-ContinentalBreakfast_197710-200540-F004739-F004819,4739,4819,1,6,6,,,OP01-R04-ContinentalBreakfast-197710-200540-F004739-F004819,24
OP01-R07-Pizza,OP01-R07-Pizza_636755-638835-F015277-F015338,15277,15338,1,6,6,,,OP01-R07-Pizza-636755-638835-F015277-F015338,24
OP01-R07-Pizza,OP01-R07-Pizza_686300-689370-F016464-F016552,16464,16552,1,6,6,,,OP01-R07-Pizza-686300-689370-F016464-F016552,24
OP01-R07-Pizza,OP01-R07-Pizza_744955-746295-F017875-F017915,17875,17915,1,6,6,,,OP01-R07-Pizza-744955-746295-F017875-F017915,24
OP02-R07-Pizza,OP02-R07-Pizza_491423-492291-F011792-F011817,11792,11817,1,6,6,,,OP02-R07-Pizza-491423-492291-F011792-F011817,24
OP03-R04-ContinentalBreakfast,OP03-R04-ContinentalBreakfast_118129-120115-F002831-F002887,2831,2887,1,6,6,,,OP03-R04-ContinentalBreakfast-118129-120115-F002831-F002887,24
OP05-R03-BaconAndEggs,OP05-R03-BaconAndEggs_607620-610070-F014576-F014648,14576,14648,1,6,6,,,OP05-R03-BaconAndEggs-607620-610070-F014576-F014648,24
OP06-R07-Pizza,OP06-R07-Pizza_420325-422535-F010082-F010146,10082,10146,1,6,6,,,OP06-R07-Pizza-420325-422535-F010082-F010146,24
P02-R03-BaconAndEggs,P02-R03-BaconAndEggs_1155507-1156939-F027729-F027770,27729,27770,1,6,6,,,P02-R03-BaconAndEggs-1155507-1156939-F027729-F027770,24
P02-R04-ContinentalBreakfast,P02-R04-ContinentalBreakfast_240030-242046-F005755-F005815,5755,5815,1,6,6,,,P02-R04-ContinentalBreakfast-240030-242046-F005755-F005815,24
P04-R06-GreekSalad,P04-R06-GreekSalad_994220-996470-F023856-F023921,23856,23921,1,6,6,,,P04-R06-GreekSalad-994220-996470-F023856-F023921,24
P05-R02-TurkeySandwich,P05-R02-TurkeySandwich_635706-638120-F015250-F015321,15250,15321,1,6,6,,,P05-R02-TurkeySandwich-635706-638120-F015250-F015321,24
P05-R02-TurkeySandwich,P05-R02-TurkeySandwich_642557-663876-F015370-F015985,15370,15985,1,6,6,,,P05-R02-TurkeySandwich-642557-663876-F015370-F015985,24
P13-R01-PastaSalad,P13-R01-PastaSalad_2218925-2219956-F053252-F053281,53252,53281,1,6,6,,,P13-R01-PastaSalad-2218925-2219956-F053252-F053281,24
P16-R03-BaconAndEggs,P16-R03-BaconAndEggs_1801900-1815600-F043212-F043608,43212,43608,1,6,6,,,P16-R03-BaconAndEggs-1801900-1815600-F043212-F043608,24
P21-R05-Cheeseburger,P21-R05-Cheeseburger_652483-654372-F015655-F015709,15655,15709,1,6,6,,,P21-R05-Cheeseburger-652483-654372-F015655-F015709,24
P21-R06-GreekSalad,P21-R06-GreekSalad_820155-824712-F019672-F019805,19672,19805,1,6,6,,,P21-R06-GreekSalad-820155-824712-F019672-F019805,24
P22-R03-BaconAndEggs,P22-R03-BaconAndEggs_1731290-1736250-F041538-F041682,41538,41682,1,6,6,,,P22-R03-BaconAndEggs-1731290-1736250-F041538-F041682,24
OP03-R04-ContinentalBreakfast,OP03-R04-ContinentalBreakfast_144312-145732-F003460-F003501,3460,3501,9,2,2,,,OP03-R04-ContinentalBreakfast-144312-145732-F003460-F003501,25
OP03-R04-ContinentalBreakfast,OP03-R04-ContinentalBreakfast_145617-151607-F003480-F003653,3480,3653,9,2,2,,,OP03-R04-ContinentalBreakfast-145617-151607-F003480-F003653,25
OP06-R02-TurkeySandwich,OP06-R02-TurkeySandwich_325520-327870-F007807-F007874,7807,7874,9,2,2,,,OP06-R02-TurkeySandwich-325520-327870-F007807-F007874,25
P02-R03-BaconAndEggs,P02-R03-BaconAndEggs_1537562-1545022-F036883-F037099,36883,37099,9,2,2,,,P02-R03-BaconAndEggs-1537562-1545022-F036883-F037099,25
P02-R03-BaconAndEggs,P02-R03-BaconAndEggs_1608742-1621796-F038578-F038955,38578,38955,9,2,2,,,P02-R03-BaconAndEggs-1608742-1621796-F038578-F038955,25
P02-R03-BaconAndEggs,P02-R03-BaconAndEggs_1621823-1635039-F038892-F039272,38892,39272,9,2,2,,,P02-R03-BaconAndEggs-1621823-1635039-F038892-F039272,25
P02-R06-GreekSalad,P02-R06-GreekSalad_343035-344165-F008230-F008262,8230,8262,9,2,2,,,P02-R06-GreekSalad-343035-344165-F008230-F008262,25
P04-R01-PastaSalad,P04-R01-PastaSalad_1937207-1938713-F046489-F046533,46489,46533,9,2,2,,,P04-R01-PastaSalad-1937207-1938713-F046489-F046533,25
P04-R06-GreekSalad,P04-R06-GreekSalad_1110140-1121350-F026616-F026940,26616,26940,9,2,2,,,P04-R06-GreekSalad-1110140-1121350-F026616-F026940,25
P04-R06-GreekSalad,P04-R06-GreekSalad_1126140-1128400-F027022-F027087,27022,27087,9,2,2,,,P04-R06-GreekSalad-1126140-1128400-F027022-F027087,25
P04-R06-GreekSalad,P04-R06-GreekSalad_787440-789690-F018893-F018958,18893,18958,9,2,2,,,P04-R06-GreekSalad-787440-789690-F018893-F018958,25
P05-R01-PastaSalad,P05-R01-PastaSalad_1303578-1327362-F031228-F031914,31228,31914,9,2,2,,,P05-R01-PastaSalad-1303578-1327362-F031228-F031914,25
P06-R01-PastaSalad,P06-R01-PastaSalad_1207434-1211309-F028969-F029081,28969,29081,9,2,2,,,P06-R01-PastaSalad-1207434-1211309-F028969-F029081,25
P06-R01-PastaSalad,P06-R01-PastaSalad_1212173-1217882-F029079-F029243,29079,29243,9,2,2,,,P06-R01-PastaSalad-1212173-1217882-F029079-F029243,25
